"","X","dvcat","weight","dead","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","caseid"
"460",460,"55+",29.6549999997951,"dead","none","none",1,"f",76,1997,1993,"unavail","driver",0,4,"5:123:1"
"462",462,"40-54",34.6989999995567,"alive","none","none",0,"f",21,1997,1987,"unavail","driver",0,3,"5:130:1"
"463",463,"25-39",1443.06199999154,"alive","none","belted",1,"f",20,1997,1984,"unavail","driver",0,0,"5:141:1"
"466",466,"25-39",6.64399999997113,"alive","airbag","none",0,"m",21,1997,1993,"deploy","driver",1,3,"6:1:2"
"471",471,"25-39",167.806999998167,"alive","airbag","none",1,"m",20,1997,1994,"deploy","driver",1,0,"6:13:1"
"472",472,"25-39",167.806999998167,"alive","airbag","none",1,"m",20,1997,1994,"deploy","pass",1,0,"6:13:1"
"473",473,"25-39",11.6519999998854,"alive","none","belted",0,"m",18,1997,1989,"unavail","driver",0,2,"6:14:1"
"474",474,"25-39",11.6519999998854,"dead","none","belted",0,"f",17,1997,1989,"unavail","pass",0,4,"6:14:1"
"476",476,"10-24",18.3609999998007,"alive","airbag","belted",1,"f",54,1997,1991,"deploy","driver",1,3,"6:19:1"
"478",478,"10-24",18.3609999998007,"alive","airbag","belted",0,"m",17,1997,1992,"nodeploy","pass",0,0,"6:19:2"
"479",479,"25-39",696.450999997556,"alive","airbag","none",1,"m",25,1997,1995,"deploy","driver",1,2,"6:20:1"
"482",482,"40-54",20.2609999999404,"alive","none","none",1,"m",22,1997,1991,"unavail","pass",0,3,"6:21:1"
"487",487,"25-39",6.25699999998324,"alive","airbag","none",1,"m",31,1997,1994,"deploy","driver",1,3,"6:33:2"
"488",488,"10-24",1134.45399999619,"alive","none","none",0,"m",38,1997,1986,"unavail","driver",0,0,"6:36:1"
"489",489,"55+",7.53199999994831,"alive","airbag","belted",0,"m",33,1997,1996,"deploy","driver",1,3,"6:37:1"
"490",490,"25-39",7.53199999994831,"alive","none","belted",1,"m",45,1997,1989,"unavail","driver",0,2,"6:38:1"
"492",492,"25-39",7.53199999994831,"dead","airbag","belted",0,"f",63,1997,1995,"deploy","pass",1,3,"6:38:2"
"494",494,"25-39",10.8279999999795,"alive","none","none",1,"f",42,1997,1985,"unavail","pass",0,3,"6:39:1"
"495",495,"25-39",10.8279999999795,"alive","airbag","none",1,"m",28,1997,1990,"deploy","driver",1,1,"6:39:2"
"498",498,"40-54",15.2729999999283,"dead","airbag","belted",0,"m",70,1997,1990,"deploy","driver",1,4,"6:44:2"
"503",503,"25-39",12.5209999999497,"alive","airbag","none",0,"f",50,1997,1995,"nodeploy","driver",0,3,"6:48:1"
"504",504,"55+",10.2449999999953,"alive","none","belted",1,"f",54,1997,1991,"unavail","driver",0,3,"6:50:1"
"505",505,"55+",10.2449999999953,"dead","none","belted",0,"f",26,1997,1990,"unavail","driver",0,4,"6:50:2"
"506",506,"55+",13.622999999905,"alive","airbag","none",1,"f",41,1997,1992,"deploy","driver",1,1,"6:57:1"
"508",508,"40-54",6.11099999997532,"alive","airbag","belted",0,"m",38,1997,1994,"deploy","driver",1,3,"6:58:2"
"510",510,"25-39",5.70099999994272,"alive","none","none",1,"f",17,1997,1994,"unavail","pass",0,0,"6:62:1"
"511",511,"10-24",64.8359999991953,"alive","none","belted",0,"m",42,1997,1988,"unavail","driver",0,3,"6:64:2"
"514",514,"10-24",11.1989999999059,"alive","airbag","belted",1,"m",18,1997,1997,"deploy","driver",1,3,"6:67:1"
"519",519,"25-39",6.58899999997811,"alive","none","none",1,"m",37,1997,1986,"unavail","pass",0,2,"6:74:1"
"520",520,"10-24",6.58899999997811,"alive","airbag","belted",0,"f",27,1997,1995,"nodeploy","driver",0,1,"6:74:2"
"521",521,"10-24",6.58899999997811,"alive","none","none",0,"f",19,1997,1989,"unavail","pass",0,1,"6:74:3"
"522",522,"10-24",174.117999998853,"alive","none","none",1,"m",77,1997,1986,"unavail","driver",0,1,"6:76:1"
"524",524,"25-39",22.0949999999721,"alive","none","none",0,"m",68,1997,1989,"unavail","driver",0,1,"6:79:2"
"526",526,"25-39",28.4749999998603,"alive","airbag","none",1,"f",43,1997,1994,"deploy","driver",1,3,"6:81:1"
"527",527,"25-39",194.02499999851,"alive","airbag","belted",1,"m",26,1997,1996,"deploy","driver",1,2,"6:89:2"
"530",530,"25-39",10.4959999999264,"alive","airbag","none",1,"m",18,1997,1997,"deploy","pass",1,2,"6:96:1"
"535",535,"55+",9.96699999994598,"alive","airbag","none",0,"m",42,1997,1994,"deploy","driver",1,3,"6:102:2"
"536",536,"55+",9.96699999994598,"dead","none","none",0,"m",47,1997,1994,"unavail","pass",0,4,"6:102:2"
"537",537,"25-39",24.4189999999944,"alive","none","none",1,"m",64,1997,1990,"unavail","driver",0,3,"6:103:1"
"538",538,"55+",10.683999999892,"alive","airbag","belted",0,"m",31,1997,1995,"deploy","driver",1,3,"6:104:1"
"540",540,"10-24",420.889999996871,"alive","airbag","none",0,"f",36,1997,1997,"nodeploy","driver",0,2,"6:106:1"
"542",542,"10-24",283.463999997824,"alive","airbag","belted",1,"f",26,1997,1994,"deploy","driver",1,1,"6:113:2"
"543",543,"25-39",6.58899999997811,"alive","none","none",1,"m",17,1997,1990,"unavail","pass",0,2,"6:115:1"
"546",546,"55+",7.75699999998324,"dead","airbag","belted",0,"f",25,1997,1994,"deploy","driver",1,4,"6:122:3"
"551",551,"25-39",12.5359999999637,"dead","none","none",1,"m",50,1997,1988,"unavail","driver",0,4,"6:127:1"
"552",552,"25-39",13.436999999918,"alive","none","belted",0,"m",57,1997,1994,"unavail","driver",0,3,"6:129:2"
"553",553,"40-54",543.164999999106,"alive","airbag","none",1,"m",29,1997,1997,"deploy","driver",1,0,"6:132:1"
"554",554,"10-24",6.6809999999823,"alive","airbag","none",1,"m",28,1997,1994,"nodeploy","driver",0,3,"6:135:1"
"556",556,"25-39",12.2659999999451,"alive","airbag","none",1,"f",25,1997,1997,"deploy","driver",1,2,"6:140:1"
"558",558,"10-24",846.237999998033,"alive","none","belted",0,"f",67,1997,1986,"unavail","pass",0,1,"6:142:2"
"559",559,"10-24",8.07699999993201,"alive","airbag","belted",1,"m",47,1997,1996,"deploy","driver",1,3,"6:145:3"
"562",562,"25-39",10.8539999999339,"alive","airbag","none",0,"m",17,1997,1995,"deploy","driver",1,1,"6:154:1"
"567",567,"10-24",162.445999998599,"alive","none","belted",1,"f",44,1997,1992,"unavail","driver",0,1,"8:1:2"
"568",568,"25-39",162.445999998599,"alive","none","belted",1,"f",25,1997,1989,"unavail","driver",0,1,"8:1:3"
"569",569,"10-24",622.458999998868,"alive","none","none",1,"m",26,1997,1986,"unavail","driver",0,0,"8:2:1"
"570",570,"10-24",622.458999998868,"alive","none","belted",0,"f",74,1997,1988,"unavail","driver",0,1,"8:2:2"
"572",572,"10-24",84.9149999991059,"alive","airbag","belted",0,"m",75,1997,1995,"deploy","driver",1,3,"8:3:2"
"574",574,"25-39",690.654999993742,"alive","none","none",1,"m",50,1997,1985,"unavail","driver",0,2,"8:8:1"
"575",575,"25-39",35.2099999999627,"alive","airbag","none",0,"f",44,1997,1992,"deploy","driver",1,1,"8:11:1"
"578",578,"10-24",28.4489999997895,"dead","airbag","none",0,"m",26,1997,1995,"nodeploy","driver",0,4,"8:15:1"
"583",583,"40-54",28.4489999997895,"dead","none","none",0,"f",20,1997,1984,"unavail","pass",0,4,"8:19:1"
"584",584,"55+",28.4489999997895,"alive","none","none",1,"m",35,1997,1984,"unavail","driver",0,3,"8:19:2"
"585",585,"10-24",384.210999999195,"alive","airbag","none",0,"f",16,1997,1994,"nodeploy","driver",0,1,"8:20:1"
"586",586,"10-24",384.210999999195,"alive","airbag","belted",1,"m",32,1997,1996,"deploy","driver",1,1,"8:20:2"
"588",588,"40-54",990.594999998808,"alive","none","none",1,"f",35,1997,1984,"unavail","driver",0,5,"8:21:1"
"590",590,"25-39",35.2099999999627,"alive","airbag","belted",1,"m",26,1997,1995,"deploy","driver",1,1,"8:23:2"
"591",591,"10-24",99.9959999993443,"alive","airbag","none",1,"f",67,1997,1997,"deploy","driver",1,3,"8:27:2"
"594",594,"40-54",29.1359999999404,"alive","none","none",1,"m",70,1997,1991,"unavail","driver",0,4,"8:30:1"
"599",599,"10-24",860.631999999285,"alive","none","belted",0,"f",28,1997,1991,"unavail","pass",0,5,"8:34:1"
"600",600,"10-24",122.560999999754,"alive","airbag","belted",1,"m",70,1997,1994,"deploy","driver",1,2,"8:36:1"
"601",601,"10-24",122.560999999754,"alive","airbag","none",1,"f",64,1997,1994,"deploy","pass",1,1,"8:36:1"
"602",602,"10-24",122.560999999754,"alive","airbag","belted",0,"m",28,1997,1996,"nodeploy","driver",0,1,"8:36:2"
"604",604,"10-24",94.5379999997094,"alive","none","none",0,"f",46,1997,1987,"unavail","driver",0,0,"8:39:1"
"606",606,"25-39",33.2879999997094,"alive","none","none",1,"m",20,1997,1988,"unavail","driver",0,2,"8:40:1"
"607",607,"25-39",33.2879999997094,"alive","none","belted",1,"f",35,1997,1986,"unavail","driver",0,3,"8:40:2"
"610",610,"40-54",28.4489999997895,"dead","none","none",1,"m",38,1997,1991,"unavail","driver",0,4,"8:43:1"
"615",615,"10-24",33.2879999997094,"alive","none","belted",1,"m",32,1997,1992,"unavail","driver",0,0,"8:47:1"
"616",616,"10-24",33.2879999997094,"alive","none","belted",0,"f",17,1997,1988,"unavail","driver",0,2,"8:47:2"
"617",617,"10-24",33.2879999997094,"alive","none","belted",0,"f",17,1997,1988,"unavail","pass",0,3,"8:47:2"
"618",618,"10-24",419.114999998361,"alive","none","none",0,"m",41,1997,1987,"unavail","driver",0,0,"8:48:1"
"620",620,"10-24",829.458999998868,"alive","airbag","belted",1,"m",23,1997,1995,"nodeploy","driver",0,0,"8:49:1"
"622",622,"25-39",28.4489999997895,"alive","none","none",0,"m",82,1997,1981,"unavail","driver",0,5,"8:51:1"
"623",623,"25-39",28.4489999997895,"dead","none","belted",0,"f",77,1997,1981,"unavail","pass",0,4,"8:51:1"
"626",626,"25-39",575.189999997616,"alive","none","none",1,"m",25,1997,1988,"unavail","driver",0,2,"8:53:1"
"631",631,"10-24",33.2879999997094,"alive","none","belted",0,"f",26,1997,1989,"unavail","driver",0,3,"8:59:1"
"632",632,"25-39",33.2879999997094,"alive","airbag","belted",0,"m",38,1997,1990,"nodeploy","driver",0,0,"8:60:2"
"633",633,"25-39",33.2879999997094,"alive","airbag","belted",0,"f",36,1997,1990,"nodeploy","pass",0,0,"8:60:2"
"634",634,"10-24",790.52499999851,"alive","airbag","belted",1,"f",29,1997,1994,"deploy","driver",1,1,"8:61:1"
"636",636,"40-54",35.2099999999627,"alive","airbag","none",0,"m",24,1997,1997,"nodeploy","driver",0,3,"8:63:1"
"638",638,"10-24",404.971999999136,"alive","none","belted",1,"m",68,1997,1988,"unavail","driver",0,5,"8:66:1"
"639",639,"10-24",404.971999999136,"alive","none","belted",0,"f",36,1997,1984,"unavail","driver",0,NA,"8:66:2"
"642",642,"25-39",636.488999992609,"alive","none","none",1,"f",39,1997,1985,"unavail","driver",0,1,"8:73:1"
"647",647,"10-24",869.653999999166,"alive","airbag","belted",1,"m",29,1997,1993,"nodeploy","driver",0,0,"8:79:1"
"648",648,"10-24",869.653999999166,"alive","airbag","belted",1,"m",28,1997,1993,"nodeploy","pass",0,0,"8:79:1"
"649",649,"10-24",33.2879999997094,"alive","none","none",0,"m",21,1997,1988,"unavail","driver",0,3,"8:81:1"
"650",650,"10-24",560.878999993205,"alive","airbag","belted",1,"f",72,1997,1992,"nodeploy","driver",0,1,"8:84:1"
"652",652,"10-24",1110.01999999583,"alive","none","none",1,"m",42,1997,1994,"unavail","driver",0,0,"8:85:1"
"654",654,"40-54",33.2879999997094,"alive","none","belted",0,"m",18,1997,1988,"unavail","driver",0,3,"8:87:1"
"655",655,"40-54",33.2879999997094,"alive","none","belted",0,"f",18,1997,1988,"unavail","pass",0,5,"8:87:1"
"658",658,"40-54",33.2879999997094,"alive","none","none",0,"m",18,1997,1986,"unavail","driver",0,3,"8:90:1"
"663",663,"25-39",33.2879999997094,"alive","none","belted",1,"m",16,1997,1986,"unavail","driver",0,1,"8:94:2"
"664",664,"55+",33.2879999997094,"alive","airbag","belted",1,"f",23,1997,1993,"deploy","driver",1,3,"8:95:1"
"665",665,"55+",33.2879999997094,"alive","none","belted",1,"f",42,1997,1992,"unavail","driver",0,3,"8:95:2"
"666",666,"25-39",219.489999998361,"alive","none","belted",1,"m",22,1997,1990,"unavail","driver",0,1,"8:96:1"
"668",668,"25-39",219.489999998361,"alive","airbag","belted",1,"m",18,1997,1996,"nodeploy","pass",0,2,"8:96:2"
"670",670,"10-24",1119.96499998868,"alive","airbag","belted",1,"f",29,1997,1997,"nodeploy","pass",0,0,"8:98:1"
"671",671,"10-24",125.177999999374,"alive","airbag","none",1,"f",28,1997,1997,"nodeploy","driver",0,2,"8:99:1"
"674",674,"25-39",138.83199999854,"alive","none","none",1,"m",33,1997,1991,"unavail","driver",0,2,"8:103:1"
"679",679,"25-39",585.016999997199,"alive","airbag","none",0,"m",24,1997,1993,"nodeploy","driver",0,0,"8:105:2"
"680",680,"25-39",585.016999997199,"alive","airbag","none",0,"f",26,1997,1993,"nodeploy","pass",0,0,"8:105:2"
"681",681,"25-39",585.016999997199,"alive","none","belted",0,"m",40,1997,1991,"unavail","driver",0,1,"8:106:2"
"682",682,"10-24",99.9959999993443,"alive","none","belted",1,"f",16,1997,1994,"unavail","driver",0,0,"8:107:1"
"684",684,"25-39",99.9959999993443,"alive","airbag","belted",0,"f",53,1997,1996,"nodeploy","driver",0,1,"8:108:1"
"686",686,"10-24",99.9959999993443,"alive","none","none",1,"m",48,1997,1977,"unavail","driver",0,0,"8:108:2"
"687",687,"10-24",171.824999999255,"alive","airbag","belted",1,"f",45,1997,1996,"deploy","driver",1,3,"8:112:1"
"690",690,"10-24",357.88599999994,"alive","airbag","belted",0,"f",34,1997,1994,"nodeploy","pass",0,1,"8:113:2"
"695",695,"10-24",227.023999998346,"alive","airbag","belted",0,"m",40,1997,1995,"nodeploy","driver",0,1,"8:118:2"
"696",696,"10-24",227.023999998346,"alive","none","none",0,"m",22,1997,1985,"unavail","driver",0,0,"8:119:1"
"697",697,"10-24",227.023999998346,"alive","none","none",0,"f",16,1997,1985,"unavail","pass",0,0,"8:119:1"
"698",698,"10-24",227.023999998346,"alive","none","belted",1,"f",67,1997,1995,"unavail","driver",0,1,"8:119:2"
"700",700,"10-24",585.325999997556,"alive","airbag","none",0,"f",23,1997,1996,"nodeploy","driver",0,1,"8:120:2"
"702",702,"10-24",1158.40199999511,"alive","airbag","belted",1,"f",31,1997,1995,"deploy","driver",1,0,"8:122:1"
"703",703,"10-24",35.2099999999627,"alive","airbag","none",0,"f",17,1997,1994,"nodeploy","driver",0,5,"8:124:1"
"706",706,"25-39",486.031999997795,"alive","none","none",1,"f",20,1997,1985,"unavail","driver",0,2,"8:126:1"
"711",711,"10-24",241.286999998614,"alive","none","belted",1,"f",75,1997,1988,"unavail","pass",0,0,"8:131:1"
"712",712,"10-24",241.286999998614,"alive","airbag","belted",0,"m",41,1997,1991,"nodeploy","driver",0,2,"8:131:2"
"713",713,"10-24",477.523999996483,"alive","airbag","belted",1,"m",21,1997,1997,"deploy","driver",1,0,"8:132:1"
"714",714,"25-39",477.523999996483,"alive","airbag","none",1,"m",28,1997,1994,"nodeploy","driver",0,0,"8:133:2"
"716",716,"10-24",534.341999992728,"alive","none","belted",0,"m",59,1997,1992,"unavail","driver",0,0,"8:134:2"
"718",718,"10-24",35.2099999999627,"alive","airbag","belted",1,"m",16,1997,1995,"deploy","driver",1,3,"8:137:1"
"719",719,"25-39",35.2099999999627,"alive","airbag","belted",0,"f",38,1997,1998,"nodeploy","driver",0,3,"8:137:2"
"722",722,"10-24",465.408999998122,"alive","airbag","none",1,"m",44,1997,1996,"deploy","driver",1,0,"8:140:1"
"727",727,"10-24",213.766999999061,"alive","none","none",1,"f",28,1997,1989,"unavail","driver",0,5,"8:144:2"
"728",728,"25-39",397.889999996871,"alive","none","none",1,"m",21,1997,1987,"unavail","driver",0,2,"8:147:1"
"729",729,"25-39",56.5139999999665,"alive","none","belted",1,"f",27,1997,1990,"unavail","driver",0,3,"8:148:2"
"730",730,"25-39",344.718999996781,"alive","none","belted",0,"f",29,1997,1986,"unavail","driver",0,1,"8:149:1"
"732",732,"25-39",28.4489999997895,"alive","none","belted",0,"m",49,1997,1988,"unavail","driver",0,3,"8:151:2"
"734",734,"10-24",33.2879999997094,"alive","airbag","belted",1,"m",47,1997,1992,"deploy","driver",1,1,"8:152:3"
"735",735,"25-39",265.854999996722,"alive","airbag","none",1,"m",41,1997,1996,"deploy","driver",1,0,"8:153:1"
"738",738,"25-39",265.854999996722,"alive","none","belted",0,"m",66,1997,1986,"unavail","driver",0,2,"8:154:1"
"743",743,"40-54",94.5379999997094,"alive","none","none",1,"m",16,1997,1992,"unavail","pass",0,3,"8:157:1"
"744",744,"10-24",163.396999999881,"alive","airbag","none",1,"f",25,1997,1996,"deploy","driver",1,2,"8:158:1"
"745",745,"10-24",163.396999999881,"alive","airbag","belted",1,"f",32,1997,1996,"deploy","pass",1,2,"8:158:1"
"746",746,"40-54",35.2099999999627,"alive","airbag","belted",1,"f",31,1997,1996,"deploy","driver",1,3,"8:163:2"
"748",748,"10-24",33.2879999997094,"alive","none","belted",1,"m",23,1997,1992,"unavail","pass",0,3,"8:164:1"
"750",750,"10-24",156.064999999478,"alive","airbag","belted",0,"f",44,1997,1993,"nodeploy","driver",0,1,"8:165:2"
"751",751,"25-39",402.376999996603,"alive","airbag","belted",0,"f",44,1997,1993,"nodeploy","driver",0,1,"8:166:2"
"754",754,"10-24",796.332999996841,"alive","airbag","belted",0,"f",31,1997,1996,"deploy","driver",1,0,"8:168:2"
"759",759,"10-24",422.400999996811,"alive","none","belted",1,"m",49,1997,1990,"unavail","driver",0,1,"8:172:2"
"760",760,"40-54",835.962999999523,"alive","airbag","belted",0,"f",44,1997,1996,"nodeploy","driver",0,0,"8:173:2"
"761",761,"10-24",935.428999997675,"alive","none","belted",1,"m",67,1997,1984,"unavail","driver",0,0,"8:174:1"
"762",762,"25-39",63.1709999996237,"alive","airbag","belted",1,"f",38,1997,1997,"deploy","driver",1,1,"8:175:1"
"764",764,"10-24",162.86999999918,"alive","none","none",0,"m",38,1997,1985,"unavail","driver",0,1,"8:177:1"
"766",766,"10-24",360.683999996632,"alive","none","belted",1,"f",34,1997,1993,"unavail","driver",0,1,"8:180:1"
"767",767,"25-39",256.541999999434,"alive","none","belted",1,"f",29,1997,1992,"unavail","driver",0,1,"8:182:2"
"770",770,"10-24",83.5259999996051,"alive","airbag","belted",1,"f",47,1997,1994,"nodeploy","driver",0,0,"8:187:2"
"775",775,"55+",33.2879999997094,"alive","none","none",1,"f",41,1997,1985,"unavail","driver",0,3,"8:197:1"
"776",776,"55+",33.2879999997094,"alive","none","belted",1,"f",75,1997,1987,"unavail","driver",0,3,"8:197:2"
"777",777,"25-39",33.2879999997094,"alive","none","none",1,"m",44,1997,1986,"unavail","driver",0,3,"8:198:1"
"778",778,"25-39",33.2879999997094,"alive","airbag","none",1,"m",18,1997,1990,"deploy","driver",1,3,"8:199:1"
"780",780,"40-54",278.397999998182,"alive","airbag","belted",0,"m",75,1997,1994,"deploy","driver",1,2,"8:200:2"
"782",782,"25-39",1589.56599999964,"alive","none","belted",1,"f",23,1997,1991,"unavail","driver",0,0,"8:202:1"
"783",783,"10-24",262.876999996603,"alive","none","none",0,"f",29,1997,1985,"unavail","driver",0,1,"8:204:2"
"786",786,"10-24",520.252999998629,"alive","airbag","belted",1,"f",43,1997,1995,"nodeploy","driver",0,0,"8:206:1"
"791",791,"10-24",230.171999998391,"alive","airbag","belted",0,"f",35,1997,1994,"nodeploy","driver",0,2,"8:211:2"
"792",792,"55+",43.9859999995679,"alive","none","belted",0,"m",25,1997,1990,"unavail","driver",0,3,"8:216:1"
"793",793,"25-39",43.9859999995679,"alive","none","belted",1,"m",32,1997,1989,"unavail","driver",0,1,"8:216:2"
"794",794,"40-54",43.9859999995679,"alive","none","none",1,"m",26,1997,1988,"unavail","driver",0,3,"8:218:1"
"796",796,"10-24",580.062999993563,"alive","none","none",1,"f",79,1997,1986,"unavail","driver",0,1,"8:220:1"
"798",798,"25-39",580.062999993563,"alive","none","none",1,"m",25,1997,1990,"unavail","driver",0,1,"8:221:1"
"799",799,"25-39",580.062999993563,"alive","none","none",1,"m",34,1997,1990,"unavail","pass",0,0,"8:221:1"
"802",802,"10-24",35.2099999999627,"alive","airbag","belted",1,"m",30,1997,1996,"deploy","driver",1,0,"8:223:2"
"807",807,"10-24",376.754999998957,"alive","none","belted",0,"m",80,1997,1986,"unavail","driver",0,0,"8:231:1"
"808",808,"10-24",376.754999998957,"alive","none","belted",0,"f",77,1997,1986,"unavail","pass",0,2,"8:231:1"
"809",809,"10-24",376.754999998957,"alive","airbag","belted",1,"f",83,1997,1994,"deploy","driver",1,1,"8:231:2"
"810",810,"10-24",1922.41899999976,"alive","airbag","belted",1,"m",26,1997,1994,"deploy","driver",1,0,"8:232:1"
"812",812,"10-24",1039.47999998927,"alive","none","belted",1,"m",47,1997,1993,"unavail","driver",0,0,"8:233:2"
"814",814,"10-24",59.9659999995492,"alive","airbag","none",1,"f",38,1997,1996,"deploy","driver",1,3,"8:234:2"
"815",815,"25-39",3863.19199997187,"alive","airbag","belted",1,"m",30,1997,1995,"deploy","driver",1,0,"8:235:2"
"818",818,"10-24",22.0559999998659,"alive","none","belted",0,"m",47,1997,1986,"unavail","driver",0,3,"9:1:2"
"823",823,"10-24",6045.70299994946,"alive","none","belted",1,"f",43,1997,1991,"unavail","pass",0,0,"9:7:1"
